journal	ISSN	eISSN	category	citations	2022_JIF	JIF_quartile	2022_JCI	percent_OAGold
New_Review_of_Film_and_Television_Studies	1740-0309	1740-7923	"FILM,_RADIO,_TELEVISION_-_AHCI"	154	0.8	NA	1.38	8.64
Journal_of_African_Media_Studies	2040-199X	1751-7974	"FILM,_RADIO,_TELEVISION_-_AHCI"	145	0.8	NA	1.08	0
Continuum-Journal_of_Media_&_Cultural_Studies	1030-4312	1469-3666	"FILM,_RADIO,_TELEVISION_-_AHCI"	"1,014"	0.8	NA	0.89	4.76
Historia_y_Comunicacion_Social	1137-0734	1988-3056	"FILM,_RADIO,_TELEVISION_-_AHCI"	346	0.7	NA	1.82	93.67
JCMS-Journal_of_Cinema_and_Media_Studies	2578-4900	2578-4919	"FILM,_RADIO,_TELEVISION_-_AHCI"	109	0.5	NA	1.03	0
FILM_QUARTERLY	0015-1386	1533-8630	"FILM,_RADIO,_TELEVISION_-_AHCI"	430	0.5	NA	0.43	0
CAMERA_OBSCURA	0270-5346	1529-1510	"FILM,_RADIO,_TELEVISION_-_AHCI"	243	0.4	NA	0.5	0
Animation-An_Interdisciplinary_Journal	1746-8477	1746-8485	"FILM,_RADIO,_TELEVISION_-_AHCI"	115	0.4	NA	0.43	12.77
CINEASTE	0009-7004	0009-7004	"FILM,_RADIO,_TELEVISION_-_AHCI"	92	0.4	NA	0.14	0
Adaptation-The_Journal_of_Literature_on_Screen_Studies	1755-0637	1755-0645	"FILM,_RADIO,_TELEVISION_-_AHCI"	94	0.3	NA	1.4	4.17
Journal_of_Chinese_Cinemas	1750-8061	1750-807X	"FILM,_RADIO,_TELEVISION_-_AHCI"	95	0.3	NA	0.67	0
SCREEN	0036-9543	1460-2474	"FILM,_RADIO,_TELEVISION_-_AHCI"	703	0.3	NA	0.55	21.7
HISTORICAL_JOURNAL_OF_FILM_RADIO_AND_TELEVISION	0143-9685	1465-3451	"FILM,_RADIO,_TELEVISION_-_AHCI"	241	0.3	NA	0.48	23.31
Journal_of_Screenwriting	1759-7137	1759-7145	"FILM,_RADIO,_TELEVISION_-_AHCI"	71	0.2	NA	1.04	0
French_Screen_Studies	2643-8941	2643-895X	"FILM,_RADIO,_TELEVISION_-_AHCI"	10	0.2	NA	0.6	11.69
Bioscope-South_Asian_Screen_Studies	0974-9276	0976-352X	"FILM,_RADIO,_TELEVISION_-_AHCI"	86	0.2	NA	0.49	7.69
Film-Philosophy	1466-4615	1466-4615	"FILM,_RADIO,_TELEVISION_-_AHCI"	68	0.2	NA	0.35	92
Canadian_Journal_of_Film_Studies-Revue_Canadienne_d_Etudes_Cinematographiques	0847-5911	2561-424X	"FILM,_RADIO,_TELEVISION_-_AHCI"	50	0.2	NA	0.31	0
Cinemas_d_Amerique_Latine	1267-4397	NA	"FILM,_RADIO,_TELEVISION_-_AHCI"	9	0.2	NA	0.03	0
JOURNAL_OF_POPULAR_FILM_AND_TELEVISION	0195-6051	1930-6458	"FILM,_RADIO,_TELEVISION_-_AHCI"	179	0.1	NA	0.29	6.82
JOURNAL_OF_FILM_AND_VIDEO	0742-4671	1934-6018	"FILM,_RADIO,_TELEVISION_-_AHCI"	103	0.1	NA	0.28	0
Moving_Image	1532-3978	1542-4235	"FILM,_RADIO,_TELEVISION_-_AHCI"	49	0.1	NA	0.21	0
SIGHT_AND_SOUND	0037-4806	0037-4806	"FILM,_RADIO,_TELEVISION_-_AHCI"	126	0.1	NA	0.1	0
Atalante-Revista_de_Estudios_Cinematograficos	1885-3730	2340-6992	"FILM,_RADIO,_TELEVISION_-_AHCI"	35	0.1	NA	0.09	0
POSITIF	0048-4911	NA	"FILM,_RADIO,_TELEVISION_-_AHCI"	66	0.1	NA	0	0
FILM_CRITICISM	0163-5069	0163-5069	"FILM,_RADIO,_TELEVISION_-_AHCI"	99	<0.1	NA	0.12	85.29
CINEFORUM	0009-7039	0009-7039	"FILM,_RADIO,_TELEVISION_-_AHCI"	15	<0.1	NA	0	0
Hrvatski_Filmski_Ljetopis	1330-7665	NA	"FILM,_RADIO,_TELEVISION_-_AHCI"	19	<0.1	NA	0	0
POLYMER_TESTING	0142-9418	1873-2348	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"17,780"	5.1	Q1	1.3	56.91
PROGRESS_IN_CRYSTAL_GROWTH_AND_CHARACTERIZATION_OF_MATERIALS	0960-8974	1878-4208	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"1,211"	5.1	Q1	0.78	4.35
MATERIALS_CHARACTERIZATION	1044-5803	1873-4189	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"23,936"	4.7	Q1	1.11	9.91
NDT_&_E_INTERNATIONAL	0963-8695	1879-1174	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"7,443"	4.2	Q1	1.37	15.88
Computers_and_Concrete	1598-8198	1598-818X	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"2,286"	4.1	Q1	1.34	0
Nanoscale_and_Microscale_Thermophysical_Engineering	1556-7265	1556-7273	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	662	4.1	Q1	0.82	0
Engineering_Failure_Analysis	1350-6307	1873-1961	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"18,357"	4	Q1	1.1	4.17
JOURNAL_OF_SANDWICH_STRUCTURES_&_MATERIALS	1099-6362	1530-7972	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"2,904"	3.9	Q1	1.16	2.82
International_Journal_of_Pavement_Engineering	1029-8436	1477-268X	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"6,241"	3.8	Q2	1.03	4.7
JOURNAL_OF_NONDESTRUCTIVE_EVALUATION	0195-9298	1573-4862	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"2,228"	2.8	Q2	0.8	19.77
MECHANICS_OF_ADVANCED_MATERIALS_AND_STRUCTURES	1537-6494	1537-6532	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"5,611"	2.8	Q2	0.7	1.95
Nondestructive_Testing_and_Evaluation	1058-9759	1477-2671	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	842	2.6	Q2	0.69	10.88
Materials_Testing	0025-5300	2195-8572	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"1,969"	2.5	Q2	0.82	0.95
MECHANICS_OF_TIME-DEPENDENT_MATERIALS	1385-2000	1573-2738	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"1,194"	2.5	Q2	0.69	10.67
Quantitative_InfraRed_Thermography_Journal	1768-6733	2116-7176	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	496	2.5	Q2	0.47	8.54
EXPERIMENTAL_MECHANICS	0014-4851	1741-2765	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"6,587"	2.4	Q2	0.63	20.9
STRAIN	0039-2103	1475-1305	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"1,444"	2.1	Q3	0.67	15.85
POLYMERS_&_POLYMER_COMPOSITES	0967-3911	1478-2391	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"2,140"	2.1	Q3	0.4	24.27
Advanced_Steel_Construction	1816-112X	NA	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	603	1.7	Q3	0.39	0
Physical_Mesomechanics	1029-9599	1990-5424	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	774	1.6	Q3	0.51	1
EXPERIMENTAL_TECHNIQUES	0732-8818	1747-1567	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"1,442"	1.6	Q3	0.47	7.17
JOURNAL_OF_STRAIN_ANALYSIS_FOR_ENGINEERING_DESIGN	0309-3247	2041-3130	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"1,727"	1.6	Q3	0.46	8
RESEARCH_IN_NONDESTRUCTIVE_EVALUATION	0934-9847	1432-2110	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	463	1.4	Q3	0.32	1.85
JOURNAL_OF_TESTING_AND_EVALUATION	0090-3973	1945-7553	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"3,022"	1.2	Q3	0.49	0
Beton-_und_Stahlbetonbau	0005-9900	1437-1006	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	864	1.1	Q4	0.25	0
INSIGHT	1354-2575	1754-4904	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"1,280"	1.1	Q4	0.23	0
HIGH_TEMPERATURES-HIGH_PRESSURES	0018-1544	1472-3441	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	599	1.1	Q4	0.15	89.89
RUSSIAN_JOURNAL_OF_NONDESTRUCTIVE_TESTING	1061-8309	1608-3385	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	898	0.9	Q4	0.26	3.67
ARCHIVES_OF_MECHANICS	0373-2029	0373-2029	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	720	0.8	Q4	0.31	0
STRENGTH_OF_MATERIALS	0039-2316	1573-9325	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"1,229"	0.7	Q4	0.2	0
MATERIALS_EVALUATION	0025-5327	0025-5327	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	457	0.6	Q4	0.16	0
POWDER_DIFFRACTION	0885-7156	1945-7413	"MATERIALS_SCIENCE,_CHARACTERIZATION_&_TESTING_-_SCIE"	"1,995"	0.5	Q4	0.53	13.82
SusMat	2766-8479	2692-4552	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	"1,137"	28.4	NA	3.06	79.75
Geography_and_Sustainability	2096-7438	2666-6839	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	749	9.7	NA	1.93	92.59
Green_Finance	2643-1092	2643-1092	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	460	8.6	NA	1.27	100
Sustainability-Science_Practice_and_Policy	NA	1548-7733	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	824	8.5	NA	1.36	97.46
Advanced_Energy_and_Sustainability_Research	2699-9412	2699-9412	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	"1,230"	5.8	NA	0.62	75.69
Global_Sustainability	NA	2059-4798	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	690	5.5	NA	0.77	100
Cleaner_Environmental_Systems	2666-7894	2666-7894	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	351	5	NA	0.78	89.69
Energy_Ecology_and_Environment	2363-7692	2363-8338	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	"1,005"	4.4	NA	0.8	15.75
Journal_of_Sustainable_Finance_&_Investment	2043-0795	2043-0809	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	"1,613"	4.3	NA	0.9	12.98
Recycling	NA	2313-4321	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	"1,185"	4.3	NA	0.5	99
Wind_Energy_Science	2366-7443	2366-7451	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	"1,643"	4	NA	0.58	99.38
Clean_Technologies	NA	2571-8797	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	425	3.8	NA	0.4	98.73
International_Journal_of_Sustainable_Engineering	1939-7038	1939-7046	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	"1,760"	3.7	NA	0.45	12.5
Smart_and_Sustainable_Built_Environment	2046-6099	2046-6102	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	906	3.6	NA	0.54	4.31
Resources-Basel	NA	2079-9276	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	"2,939"	3.3	NA	0.5	99.48
Frontiers_in_Sustainable_Cities	NA	2624-9634	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	661	2.8	NA	0.48	100
Discover_Sustainability	NA	2662-9984	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	191	2.6	NA	0.37	27.97
International_Journal_of_Renewable_Energy_Development-IJRED	2252-4940	2252-4940	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	715	2.5	NA	0.41	85.38
Process_Integration_and_Optimization_for_Sustainability	2509-4238	2509-4246	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	449	2.4	NA	0.37	5.03
Clean_Energy	2515-4230	2515-396X	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	516	2.3	NA	0.29	93.55
Renewable_Energy_Research_and_Applications	2717-252X	2676-7430	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	147	2.3	NA	0.23	0
World_Journal_of_Science_Technology_and_Sustainable_Development	2042-5953	2042-5945	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	362	2.1	NA	0.29	1.89
Water_Conservation_Science_and_Engineering	2366-3340	2364-5687	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	348	2	NA	0.31	6.59
Challenges_in_Sustainability	2297-6477	2297-6477	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	64	1.9	NA	0.17	83.33
International_Review_for_Spatial_Planning_and_Sustainable_Development	2187-3666	2187-3666	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	300	1.6	NA	0.21	84.31
Environmental_and_Climate_Technologies	1691-5208	2255-8837	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	568	1.4	NA	0.22	95.27
International_Journal_of_Sustainable_Agricultural_Management_and_Informatics	2054-5819	2054-5827	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	104	1.2	NA	0.22	0
Journal_of_Cultural_Heritage_Management_and_Sustainable_Development	2044-1266	2044-1274	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	479	1	NA	0.17	8.1
Journal_of_Sustainable_Mining	2543-4950	2300-3960	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	534	1	NA	0.14	94.67
Journal_of_Environmental_Accounting_and_Management	2325-6192	2325-6206	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	175	0.8	NA	0.15	0
International_Journal_of_Innovation_and_Sustainable_Development	1740-8822	1740-8830	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	384	0.7	NA	0.13	0
Revista_de_Gestao_Ambiental_e_Sustentabilidade-GeAS	2316-9834	2316-9834	GREEN_&_SUSTAINABLE_SCIENCE_&_TECHNOLOGY_-_ESCI	74	0.5	NA	0.04	86.36
World_Journal_of_Emergency_Surgery	1749-7922	1749-7922	EMERGENCY_MEDICINE_-_SCIE	"3,207"	8	Q1	2.41	98.82
ANNALS_OF_EMERGENCY_MEDICINE	0196-0644	1097-6760	EMERGENCY_MEDICINE_-_SCIE	"13,098"	6.6	Q1	2.38	14.41
RESUSCITATION	0300-9572	1873-1570	EMERGENCY_MEDICINE_-_SCIE	"18,032"	6.5	Q1	1.87	19.63
Emergencias	1137-6821	2386-5857	EMERGENCY_MEDICINE_-_SCIE	944	5.5	Q1	1.39	0
Burns_&_Trauma	2321-3868	2321-3876	EMERGENCY_MEDICINE_-_SCIE	"1,643"	5.3	Q1	1.69	88
ACADEMIC_EMERGENCY_MEDICINE	1069-6563	1553-2712	EMERGENCY_MEDICINE_-_SCIE	"10,838"	4.4	Q1	1.57	6.08
European_Journal_of_Emergency_Medicine	0969-9546	1473-5695	EMERGENCY_MEDICINE_-_SCIE	"2,176"	4.4	Q1	1.04	13.16
AMERICAN_JOURNAL_OF_EMERGENCY_MEDICINE	0735-6757	1532-8171	EMERGENCY_MEDICINE_-_SCIE	"15,437"	3.6	Q1	1.46	7.96
Scandinavian_Journal_of_Trauma_Resuscitation_&_Emergency_Medicine	1757-7241	1757-7241	EMERGENCY_MEDICINE_-_SCIE	"3,826"	3.3	Q2	1.32	100
EMERGENCY_MEDICINE_JOURNAL	1472-0205	1472-0213	EMERGENCY_MEDICINE_-_SCIE	"6,320"	3.1	Q2	1.21	17.28
Western_Journal_of_Emergency_Medicine	1936-900X	1936-9018	EMERGENCY_MEDICINE_-_SCIE	"4,170"	3.1	Q2	1.07	98.68
BMC_EMERGENCY_MEDICINE	1471-227X	1471-227X	EMERGENCY_MEDICINE_-_SCIE	"1,865"	2.5	Q2	1.09	99.55
INJURY-INTERNATIONAL_JOURNAL_OF_THE_CARE_OF_THE_INJURED	0020-1383	1879-0267	EMERGENCY_MEDICINE_-_SCIE	"20,946"	2.5	Q2	0.85	12.13
Prehospital_Emergency_Care	1090-3127	1545-0066	EMERGENCY_MEDICINE_-_SCIE	"3,513"	2.4	Q2	0.88	10.38
Canadian_Journal_of_Emergency_Medicine	1481-8035	1481-8043	EMERGENCY_MEDICINE_-_SCIE	"2,175"	2.4	Q2	0.76	7.42
Emergency_Medicine_Australasia	1742-6731	1742-6723	EMERGENCY_MEDICINE_-_SCIE	"2,522"	2.3	Q2	0.79	12.03
Prehospital_and_Disaster_Medicine	1049-023X	NA	EMERGENCY_MEDICINE_-_SCIE	"2,927"	2.2	Q3	0.84	28.46
European_Journal_of_Trauma_and_Emergency_Surgery	1863-9933	1863-9941	EMERGENCY_MEDICINE_-_SCIE	"3,710"	2.1	Q3	0.95	38.08
World_Journal_Of_Emergency_Medicine	1920-8642	1920-8642	EMERGENCY_MEDICINE_-_SCIE	820	2.1	Q3	0.76	0
Australasian_Emergency_Care	NA	2588-994X	EMERGENCY_MEDICINE_-_SCIE	335	1.8	Q3	0.83	7.58
Journal_of_Emergency_Nursing	0099-1767	1527-2966	EMERGENCY_MEDICINE_-_SCIE	"1,866"	1.7	Q3	1.04	4.66
JOURNAL_OF_EMERGENCY_MEDICINE	0736-4679	1090-1280	EMERGENCY_MEDICINE_-_SCIE	"7,000"	1.5	Q3	0.59	4.99
PEDIATRIC_EMERGENCY_CARE	0749-5161	1535-1815	EMERGENCY_MEDICINE_-_SCIE	"5,429"	1.4	Q3	0.77	1.94
African_Journal_of_Emergency_Medicine	2211-419X	2211-4203	EMERGENCY_MEDICINE_-_SCIE	846	1.3	Q3	0.55	89.36
EMERGENCY_MEDICINE_CLINICS_OF_NORTH_AMERICA	0733-8627	1558-0539	EMERGENCY_MEDICINE_-_SCIE	"1,614"	1.2	Q4	0.64	0
Emergency_Medicine_International	2090-2840	2090-2859	EMERGENCY_MEDICINE_-_SCIE	637	1.2	Q4	0.56	99.7
Signa_Vitae	1334-5605	1845-206X	EMERGENCY_MEDICINE_-_SCIE	418	1.1	Q4	0.43	7.29
Ulusal_Travma_ve_Acil_Cerrahi_Dergisi-Turkish_Journal_of_Trauma_&_Emergency_Surgery	1306-696X	1307-7945	EMERGENCY_MEDICINE_-_SCIE	"1,426"	1.1	Q4	0.43	47.62
Notfall_&_Rettungsmedizin	1434-6222	1436-0578	EMERGENCY_MEDICINE_-_SCIE	603	1	Q4	0.42	27.68
Unfallchirurgie	2731-7021	2731-703X	EMERGENCY_MEDICINE_-_SCIE	"1,532"	0.8	Q4	0.12	21.86
Hong_Kong_Journal_of_Emergency_Medicine	1024-9079	2309-5407	EMERGENCY_MEDICINE_-_SCIE	365	0.6	Q4	0.25	96.79
Notarzt	0177-2309	1438-8693	EMERGENCY_MEDICINE_-_SCIE	91	0.5	Q4	0.24	0
Behavioural_Public_Policy	2398-063X	2398-0648	"PSYCHOLOGY,_APPLIED_-_ESCI"	695	5.1	NA	1.45	17.39
Occupational_Health_Science	2367-0134	2367-0142	"PSYCHOLOGY,_APPLIED_-_ESCI"	284	3.1	NA	0.47	19.18
Counselling_Psychology_Quarterly	0951-5070	1469-3674	"PSYCHOLOGY,_APPLIED_-_ESCI"	"1,183"	3	NA	0.84	5.77
Journal_of_the_Association_for_Consumer_Research	2378-1815	2378-1823	"PSYCHOLOGY,_APPLIED_-_ESCI"	825	2.6	NA	0.49	0
SA_Journal_of_Industrial_Psychology	0258-5200	2071-0763	"PSYCHOLOGY,_APPLIED_-_ESCI"	"1,372"	2.1	NA	0.47	92.55
Journal_of_Cognitive_Engineering_and_Decision_Making	1555-3434	2169-5032	"PSYCHOLOGY,_APPLIED_-_ESCI"	570	2	NA	0.59	14.29
Journal_of_Sport_Psychology_in_Action	2152-0704	2152-0712	"PSYCHOLOGY,_APPLIED_-_ESCI"	409	1.8	NA	0.51	20.25
JOURNAL_OF_ADDICTIONS_&_OFFENDER_COUNSELING	1055-3835	2161-1874	"PSYCHOLOGY,_APPLIED_-_ESCI"	124	1.6	NA	0.36	6.45
INTERNATIONAL_JOURNAL_FOR_THE_ADVANCEMENT_OF_COUNSELLING	0165-0653	1573-3246	"PSYCHOLOGY,_APPLIED_-_ESCI"	771	1.5	NA	0.38	4.27
Journal_of_Spirituality_in_Mental_Health	1934-9637	1934-9645	"PSYCHOLOGY,_APPLIED_-_ESCI"	260	1.5	NA	0.38	3.85
JOURNAL_OF_COLLEGE_STUDENT_PSYCHOTHERAPY	8756-8225	1540-4730	"PSYCHOLOGY,_APPLIED_-_ESCI"	464	1.4	NA	0.35	2.08
COUNSELOR_EDUCATION_AND_SUPERVISION	0011-0035	1556-6978	"PSYCHOLOGY,_APPLIED_-_ESCI"	618	1.3	NA	0.55	2.63
Coaching-An_International_Journal_of_Theory_Research_and_Practice	1752-1882	1752-1890	"PSYCHOLOGY,_APPLIED_-_ESCI"	217	1.3	NA	0.42	16.67
Australian_Journal_of_Career_Development	1038-4162	2200-6974	"PSYCHOLOGY,_APPLIED_-_ESCI"	333	1.3	NA	0.34	3.51
Consulting_Psychology_Journal-Practice_and_Research	1065-9293	1939-0149	"PSYCHOLOGY,_APPLIED_-_ESCI"	744	1.1	NA	0.42	0
Journal_of_LGBTQ_Issues_in_Counseling	2692-4951	2692-496X	"PSYCHOLOGY,_APPLIED_-_ESCI"	527	1.1	NA	0.37	0
Journal_of_College_Counseling	1099-0399	2161-1882	"PSYCHOLOGY,_APPLIED_-_ESCI"	649	1	NA	0.33	5.26
Revista_Espanola_de_Orientacion_y_Psicopedagogia	1989-7448	1989-7448	"PSYCHOLOGY,_APPLIED_-_ESCI"	256	1	NA	0.22	84.72
Revista_Iberoamericana_de_Psicologia_del_Ejercicio_y_el_Deporte	1886-8576	2340-7700	"PSYCHOLOGY,_APPLIED_-_ESCI"	385	1	NA	0.12	0
Counseling_and_Values	0160-7960	2161-007X	"PSYCHOLOGY,_APPLIED_-_ESCI"	314	0.9	NA	0.29	0
Journal_of_Humanistic_Counseling	2159-0311	2161-1939	"PSYCHOLOGY,_APPLIED_-_ESCI"	248	0.9	NA	0.24	13.73
Social_Psychology_and_Society	2221-1527	2311-7052	"PSYCHOLOGY,_APPLIED_-_ESCI"	159	0.8	NA	0.21	99.25
TPM-Testing_Psychometrics_Methodology_in_Applied_Psychology	1972-6325	NA	"PSYCHOLOGY,_APPLIED_-_ESCI"	536	0.7	NA	0.37	0
International_Journal_of_Evidence_Based_Coaching_&_Mentoring	1741-8305	1741-8305	"PSYCHOLOGY,_APPLIED_-_ESCI"	291	0.7	NA	0.21	0
Canadian_Journal_of_Career_Development	1499-1845	1499-1853	"PSYCHOLOGY,_APPLIED_-_ESCI"	44	0.7	NA	0.14	0
Psychologist-Manager_Journal	1088-7156	1550-3461	"PSYCHOLOGY,_APPLIED_-_ESCI"	295	0.6	NA	0.18	0
Applied_Psychology_in_Criminal_Justice	1550-3550	1550-4409	"PSYCHOLOGY,_APPLIED_-_ESCI"	99	0.5	NA	0.14	0
Psychologie_du_Travail_et_des_Organisations	1420-2530	1420-2530	"PSYCHOLOGY,_APPLIED_-_ESCI"	106	0.3	NA	0.08	43.75
Organizatsionnaya_Psikologiya	2312-5942	2312-5942	"PSYCHOLOGY,_APPLIED_-_ESCI"	81	0.2	NA	0.07	35.16
Organisational_and_Social_Dynamics	1474-2780	2044-3765	"PSYCHOLOGY,_APPLIED_-_ESCI"	27	0.2	NA	0.04	0
Journal_Of_Organizational_Behavior_Research	2528-9705	2528-9705	"PSYCHOLOGY,_APPLIED_-_ESCI"	22	0.1	NA	0.04	5.77
Australian_Community_Psychologist	1835-7393	NA	"PSYCHOLOGY,_APPLIED_-_ESCI"	111	NA	NA	0.09	NA
Lancet_Digital_Health	NA	2589-7500	MEDICAL_INFORMATICS_-_SCIE	"4,803"	30.8	Q1	4.94	94.71
npj_Digital_Medicine	2398-6352	2398-6352	MEDICAL_INFORMATICS_-_SCIE	"7,252"	15.2	Q1	3.5	99.33
IEEE_Journal_of_Biomedical_and_Health_Informatics	2168-2194	2168-2208	MEDICAL_INFORMATICS_-_SCIE	"15,055"	7.7	Q1	1.78	14.98
Artificial_Intelligence_in_Medicine	0933-3657	1873-2860	MEDICAL_INFORMATICS_-_SCIE	"6,556"	7.5	Q1	1.27	18.99
JOURNAL_OF_MEDICAL_INTERNET_RESEARCH	1438-8871	NA	MEDICAL_INFORMATICS_-_SCIE	"43,923"	7.4	Q1	1.73	99.54
JOURNAL_OF_THE_AMERICAN_MEDICAL_INFORMATICS_ASSOCIATION	1067-5027	1527-974X	MEDICAL_INFORMATICS_-_SCIE	"15,068"	6.4	Q1	1.65	30.38
Computer_Methods_and_Programs_in_Biomedicine	0169-2607	1872-7565	MEDICAL_INFORMATICS_-_SCIE	"18,292"	6.1	Q1	1.34	15.14
Health_Information_Science_and_Systems	2047-2501	2047-2501	MEDICAL_INFORMATICS_-_SCIE	988	6	Q2	1.25	24.04
JOURNAL_OF_MEDICAL_SYSTEMS	0148-5598	1573-689X	MEDICAL_INFORMATICS_-_SCIE	"9,219"	5.3	Q2	1.21	20.9
JMIR_mHealth_and_uHealth	2291-5222	2291-5222	MEDICAL_INFORMATICS_-_SCIE	"12,330"	5	Q2	1.24	99.52
INTERNATIONAL_JOURNAL_OF_MEDICAL_INFORMATICS	1386-5056	1872-8243	MEDICAL_INFORMATICS_-_SCIE	"9,478"	4.9	Q2	1.14	24.58
JOURNAL_OF_BIOMEDICAL_INFORMATICS	1532-0464	1532-0480	MEDICAL_INFORMATICS_-_SCIE	"16,869"	4.5	Q2	1.22	61.43
Internet_Interventions-The_Application_of_Information_Technology_in_Mental_and_Behavioural_Health	NA	2214-7829	MEDICAL_INFORMATICS_-_SCIE	"2,430"	4.3	Q2	1.04	93.79
JMIR_Serious_Games	2291-9279	2291-9279	MEDICAL_INFORMATICS_-_SCIE	"1,398"	4	Q2	0.92	99.66
Digital_Health	2055-2076	2055-2076	MEDICAL_INFORMATICS_-_SCIE	"1,662"	3.9	Q2	0.94	88.11
