journal	ISSN	eISSN	category	citations	2022_JIF	JIF_quartile	2022_JCI	percent_OAGold
MEDICAL_DECISION_MAKING	0272-989X	1552-681X	MEDICAL_INFORMATICS_-_SCIE	"6,872"	3.6	Q3	0.88	36.63
BMC_Medical_Informatics_and_Decision_Making	NA	1472-6947	MEDICAL_INFORMATICS_-_SCIE	"9,126"	3.5	Q3	0.74	99.43
MEDICAL_&_BIOLOGICAL_ENGINEERING_&_COMPUTING	0140-0118	1741-0444	MEDICAL_INFORMATICS_-_SCIE	"7,749"	3.2	Q3	0.7	11.13
JMIR_Medical_Informatics	NA	2291-9694	MEDICAL_INFORMATICS_-_SCIE	"3,097"	3.2	Q3	0.68	99.86
Health_Information_Management_Journal	1833-3583	1833-3575	MEDICAL_INFORMATICS_-_SCIE	572	3.2	Q3	0.66	9.33
INTERNATIONAL_JOURNAL_OF_TECHNOLOGY_ASSESSMENT_IN_HEALTH_CARE	0266-4623	1471-6348	MEDICAL_INFORMATICS_-_SCIE	"2,714"	3.2	Q3	0.53	35.48
Health_Informatics_Journal	1460-4582	1741-2811	MEDICAL_INFORMATICS_-_SCIE	"2,278"	3	Q3	0.77	80.4
Applied_Clinical_Informatics	1869-0327	1869-0327	MEDICAL_INFORMATICS_-_SCIE	"2,174"	2.9	Q3	0.61	18.54
Informatics_for_Health_&_Social_Care	1753-8157	1753-8165	MEDICAL_INFORMATICS_-_SCIE	770	2.4	Q4	0.6	14.29
JOURNAL_OF_EVALUATION_IN_CLINICAL_PRACTICE	1356-1294	1365-2753	MEDICAL_INFORMATICS_-_SCIE	"5,767"	2.4	Q4	0.58	15.95
STATISTICAL_METHODS_IN_MEDICAL_RESEARCH	0962-2802	1477-0334	MEDICAL_INFORMATICS_-_SCIE	"7,754"	2.3	Q4	0.74	17.71
STATISTICS_IN_MEDICINE	0277-6715	1097-0258	MEDICAL_INFORMATICS_-_SCIE	"33,800"	2	Q4	0.64	15.99
METHODS_OF_INFORMATION_IN_MEDICINE	0026-1270	2511-705X	MEDICAL_INFORMATICS_-_SCIE	"1,601"	1.7	Q4	0.41	41.49
Biomedical_Engineering-Biomedizinische_Technik	0013-5585	1862-278X	MEDICAL_INFORMATICS_-_SCIE	"1,473"	1.7	Q4	0.3	9.19
Therapeutic_Innovation_&_Regulatory_Science	2168-4790	2168-4804	MEDICAL_INFORMATICS_-_SCIE	"1,203"	1.5	Q4	0.3	29.31
CIN-COMPUTERS_INFORMATICS_NURSING	1538-2931	1538-9774	MEDICAL_INFORMATICS_-_SCIE	"1,584"	1.3	Q4	0.43	5.73
ULTRASONICS_SONOCHEMISTRY	1350-4177	1873-2828	ACOUSTICS_-_SCIE	"31,949"	8.4	Q1	2.08	93.52
ULTRASOUND_IN_OBSTETRICS_&_GYNECOLOGY	0960-7692	1469-0705	ACOUSTICS_-_SCIE	"17,581"	7.1	Q1	2.24	17.61
IEEE-ACM_Transactions_on_Audio_Speech_and_Language_Processing	2329-9290	2329-9304	ACOUSTICS_-_SCIE	"8,387"	5.4	Q1	1.53	17.95
JOURNAL_OF_SOUND_AND_VIBRATION	0022-460X	1095-8568	ACOUSTICS_-_SCIE	"46,910"	4.7	Q1	1.28	17.27
ULTRASONICS	0041-624X	1874-9968	ACOUSTICS_-_SCIE	"9,972"	4.2	Q1	1.28	12.72
IEEE_TRANSACTIONS_ON_ULTRASONICS_FERROELECTRICS_AND_FREQUENCY_CONTROL	0885-3010	1525-8955	ACOUSTICS_-_SCIE	"13,566"	3.6	Q1	1.04	17.01
ULTRASCHALL_IN_DER_MEDIZIN	0172-4614	1438-8782	ACOUSTICS_-_SCIE	"2,686"	3.4	Q1	1.2	3.8
APPLIED_ACOUSTICS	0003-682X	1872-910X	ACOUSTICS_-_SCIE	"13,150"	3.4	Q1	1.18	8.95
SPEECH_COMMUNICATION	0167-6393	1872-7182	ACOUSTICS_-_SCIE	"4,608"	3.2	Q2	0.7	23.58
ULTRASOUND_IN_MEDICINE_AND_BIOLOGY	0301-5629	1879-291X	ACOUSTICS_-_SCIE	"13,059"	2.9	Q2	0.83	19.39
JOURNAL_OF_VIBRATION_AND_CONTROL	1077-5463	1741-2986	ACOUSTICS_-_SCIE	"7,908"	2.8	Q2	0.71	1.51
JOURNAL_OF_THE_ACOUSTICAL_SOCIETY_OF_AMERICA	0001-4966	1520-8524	ACOUSTICS_-_SCIE	"53,149"	2.4	Q2	0.94	20.86
WAVE_MOTION	0165-2125	1878-433X	ACOUSTICS_-_SCIE	"2,908"	2.4	Q2	0.62	10
EURASIP_Journal_on_Audio_Speech_and_Music_Processing	1687-4722	1687-4722	ACOUSTICS_-_SCIE	533	2.4	Q2	0.56	100
JOURNAL_OF_LOW_FREQUENCY_NOISE_VIBRATION_AND_ACTIVE_CONTROL	1461-3484	2048-4046	ACOUSTICS_-_SCIE	"1,482"	2.3	Q2	0.77	91.84
JOURNAL_OF_ULTRASOUND_IN_MEDICINE	0278-4297	1550-9613	ACOUSTICS_-_SCIE	"9,142"	2.3	Q2	0.6	6.73
ULTRASONIC_IMAGING	0161-7346	1096-0910	ACOUSTICS_-_SCIE	"1,072"	2.3	Q2	0.52	8.06
Journal_of_Theoretical_and_Computational_Acoustics	2591-7285	2591-7811	ACOUSTICS_-_SCIE	242	1.9	Q3	0.4	32.04
JOURNAL_OF_VIBRATION_AND_ACOUSTICS-TRANSACTIONS_OF_THE_ASME	1048-9002	1528-8927	ACOUSTICS_-_SCIE	"4,413"	1.7	Q3	0.5	0.72
Acoustics_Australia	0814-6039	1839-2571	ACOUSTICS_-_SCIE	489	1.7	Q3	0.49	6.42
Medical_Ultrasonography	1844-4172	2066-8643	ACOUSTICS_-_SCIE	"1,183"	1.7	Q3	0.4	95.88
SHOCK_AND_VIBRATION	1070-9622	1875-9203	ACOUSTICS_-_SCIE	"7,531"	1.6	Q3	0.4	99.02
ACTA_ACUSTICA	NA	2681-4617	ACOUSTICS_-_SCIE	271	1.4	Q3	0.43	97.22
JOURNAL_OF_THE_AUDIO_ENGINEERING_SOCIETY	1549-4950	1549-4950	ACOUSTICS_-_SCIE	"1,448"	1.4	Q3	0.42	3.37
International_Journal_of_Aeroacoustics	1475-472X	2048-4003	ACOUSTICS_-_SCIE	672	1	Q4	0.42	13.48
International_Journal_of_Acoustics_and_Vibration	1027-5851	NA	ACOUSTICS_-_SCIE	406	1	Q4	0.2	0
PHONETICA	0031-8388	1423-0321	ACOUSTICS_-_SCIE	837	0.9	Q4	0.64	19.15
Archives_of_Acoustics	0137-5075	2300-262X	ACOUSTICS_-_SCIE	659	0.9	Q4	0.29	98.93
JOURNAL_OF_CLINICAL_ULTRASOUND	0091-2751	1097-0096	ACOUSTICS_-_SCIE	"2,442"	0.9	Q4	0.24	5.63
ACOUSTICAL_PHYSICS	1063-7710	1562-6865	ACOUSTICS_-_SCIE	"1,059"	0.8	Q4	0.26	2.67
NOISE_CONTROL_ENGINEERING_JOURNAL	0736-2501	0736-2501	ACOUSTICS_-_SCIE	594	0.4	Q4	0.13	0
HUMAN_REPRODUCTION_UPDATE	1355-4786	1460-2369	REPRODUCTIVE_BIOLOGY_-_SCIE	"13,360"	13.3	Q1	3.47	25.17
Human_Reproduction_Open	NA	2399-3529	REPRODUCTIVE_BIOLOGY_-_SCIE	"1,535"	8.3	Q1	2.2	93.87
FERTILITY_AND_STERILITY	0015-0282	1556-5653	REPRODUCTIVE_BIOLOGY_-_SCIE	"44,486"	6.7	Q1	2.19	74.87
HUMAN_REPRODUCTION	0268-1161	1460-2350	REPRODUCTIVE_BIOLOGY_-_SCIE	"38,217"	6.1	Q1	2.24	23.04
Reproductive_Biology_and_Endocrinology	NA	1477-7827	REPRODUCTIVE_BIOLOGY_-_SCIE	"7,821"	4.4	Q1	1.08	100
Journal_of_Ovarian_Research	NA	1757-2215	REPRODUCTIVE_BIOLOGY_-_SCIE	"4,266"	4	Q1	1.23	99.56
REPRODUCTIVE_BIOMEDICINE_ONLINE	1472-6483	1472-6491	REPRODUCTIVE_BIOLOGY_-_SCIE	"10,350"	4	Q1	1.21	13.54
MOLECULAR_HUMAN_REPRODUCTION	1360-9947	1460-2407	REPRODUCTIVE_BIOLOGY_-_SCIE	"6,031"	4	Q1	1.2	14.07
PLACENTA	0143-4004	1532-3102	REPRODUCTIVE_BIOLOGY_-_SCIE	"11,563"	3.8	Q2	1.09	17.84
REPRODUCTION	1470-1626	1741-7899	REPRODUCTIVE_BIOLOGY_-_SCIE	"11,040"	3.8	Q2	0.9	9.75
BIOLOGY_OF_REPRODUCTION	0006-3363	1529-7268	REPRODUCTIVE_BIOLOGY_-_SCIE	"24,222"	3.6	Q2	1.11	15.59
AMERICAN_JOURNAL_OF_REPRODUCTIVE_IMMUNOLOGY	1046-7408	1600-0897	REPRODUCTIVE_BIOLOGY_-_SCIE	"6,962"	3.6	Q2	0.78	11.39
Reproductive_Medicine_and_Biology	1445-5781	1447-0578	REPRODUCTIVE_BIOLOGY_-_SCIE	"1,456"	3.4	Q2	0.89	63.19
Plant_Reproduction	2194-7953	2194-7961	REPRODUCTIVE_BIOLOGY_-_SCIE	826	3.4	Q2	0.88	44.29
JOURNAL_OF_REPRODUCTIVE_IMMUNOLOGY	0165-0378	1872-7603	REPRODUCTIVE_BIOLOGY_-_SCIE	"4,264"	3.4	Q2	0.76	15.71
REPRODUCTIVE_TOXICOLOGY	0890-6238	1873-1708	REPRODUCTIVE_BIOLOGY_-_SCIE	"7,798"	3.3	Q3	0.95	23.41
JOURNAL_OF_ASSISTED_REPRODUCTION_AND_GENETICS	1058-0468	1573-7330	REPRODUCTIVE_BIOLOGY_-_SCIE	"9,154"	3.1	Q3	0.93	11.76
Reproductive_Sciences	1933-7191	1933-7205	REPRODUCTIVE_BIOLOGY_-_SCIE	"6,534"	2.9	Q3	0.9	14.53
THERIOGENOLOGY	0093-691X	1879-3231	REPRODUCTIVE_BIOLOGY_-_SCIE	"19,980"	2.8	Q3	1.21	12.01
SEMINARS_IN_REPRODUCTIVE_MEDICINE	1526-8004	1526-4564	REPRODUCTIVE_BIOLOGY_-_SCIE	"2,598"	2.7	Q3	0.68	2.06
European_Journal_of_Obstetrics_&_Gynecology_and_Reproductive_Biology	0301-2115	1872-7654	REPRODUCTIVE_BIOLOGY_-_SCIE	"14,337"	2.6	Q3	0.7	12.23
MOLECULAR_REPRODUCTION_AND_DEVELOPMENT	1040-452X	1098-2795	REPRODUCTIVE_BIOLOGY_-_SCIE	"6,147"	2.5	Q3	0.53	12.2
Systems_Biology_in_Reproductive_Medicine	1939-6368	1939-6376	REPRODUCTIVE_BIOLOGY_-_SCIE	"1,407"	2.4	Q3	0.87	7.63
ANIMAL_REPRODUCTION_SCIENCE	0378-4320	1873-2232	REPRODUCTIVE_BIOLOGY_-_SCIE	"9,331"	2.2	Q4	0.87	10.37
Reproductive_Biology	1642-431X	2300-732X	REPRODUCTIVE_BIOLOGY_-_SCIE	"1,462"	2.1	Q4	0.61	8.84
REPRODUCTION_FERTILITY_AND_DEVELOPMENT	1031-3613	1448-5990	REPRODUCTIVE_BIOLOGY_-_SCIE	"4,441"	1.9	Q4	0.71	15.92
Human_Fertility	1464-7273	1742-8149	REPRODUCTIVE_BIOLOGY_-_SCIE	"1,205"	1.9	Q4	0.7	5.17
JOURNAL_OF_REPRODUCTION_AND_DEVELOPMENT	0916-8818	1348-4400	REPRODUCTIVE_BIOLOGY_-_SCIE	"2,516"	1.8	Q4	0.75	97.25
REPRODUCTION_IN_DOMESTIC_ANIMALS	0936-6768	1439-0531	REPRODUCTIVE_BIOLOGY_-_SCIE	"6,189"	1.7	Q4	0.68	7.67
ZYGOTE	0967-1994	1469-8730	REPRODUCTIVE_BIOLOGY_-_SCIE	"1,551"	1.7	Q4	0.36	6.49
INVERTEBRATE_REPRODUCTION_&_DEVELOPMENT	0792-4259	2157-0272	REPRODUCTIVE_BIOLOGY_-_SCIE	819	0.8	Q4	0.38	2.53
RIDE-The_Journal_of_Applied_Theatre_and_Performance	1356-9783	1470-112X	THEATER_-_AHCI	375	0.6	NA	1.52	17.12
THEATRE_JOURNAL	0192-2882	1086-332X	THEATER_-_AHCI	629	0.5	NA	1.45	0
Theatre_Dance_and_Performance_Training	1944-3927	1944-3919	THEATER_-_AHCI	117	0.4	NA	1.98	13.04
TDR-The_Drama_Review-The_Journal_of_Performance_Studies	1054-2043	1531-4715	THEATER_-_AHCI	556	0.3	NA	2.4	10.4
Shakespeare	1745-0918	1745-0926	THEATER_-_AHCI	102	0.3	NA	1.52	13.33
CONTEMPORARY_THEATRE_REVIEW	1048-6801	1477-2264	THEATER_-_AHCI	140	0.3	NA	1.38	17.81
MODERN_DRAMA	0026-7694	1712-5286	THEATER_-_AHCI	177	0.3	NA	1.13	0
Studies_in_Theatre_and_Performance	1468-2761	2040-0616	THEATER_-_AHCI	65	0.3	NA	1.12	26.04
Nordic_Theatre_Studies	0904-6380	2002-3898	THEATER_-_AHCI	27	0.3	NA	1.07	96.67
THEATRE_NOTEBOOK	0040-5523	2051-8358	THEATER_-_AHCI	64	0.3	NA	1.01	0
SHAKESPEARE_QUARTERLY	0037-3222	1538-3555	THEATER_-_AHCI	444	0.3	NA	0.99	0
BULLETIN_OF_THE_COMEDIANTES	0007-5108	1944-0928	THEATER_-_AHCI	50	0.3	NA	0.67	0
CANADIAN_THEATRE_REVIEW	0315-0836	1920-941X	THEATER_-_AHCI	120	0.3	NA	0.66	0
PAJ-A_JOURNAL_OF_PERFORMANCE_AND_ART	1520-281X	1537-9477	THEATER_-_AHCI	83	0.3	NA	0.59	0
THEATRE_SURVEY	0040-5574	1475-4533	THEATER_-_AHCI	98	0.2	NA	1.78	10.53
ASIAN_THEATRE_JOURNAL	0742-5457	1527-2109	THEATER_-_AHCI	111	0.2	NA	0.52	0
JOURNAL_OF_BECKETT_STUDIES	0309-5207	1759-7811	THEATER_-_AHCI	62	0.1	NA	1.17	0
NEW_THEATRE_QUARTERLY	0266-464X	1474-0613	THEATER_-_AHCI	114	0.1	NA	0.97	11.76
THEATRE_RESEARCH_INTERNATIONAL	0307-8833	1474-0672	THEATER_-_AHCI	92	0.1	NA	0.79	18.33
Australasian_Drama_Studies	0810-4123	NA	THEATER_-_AHCI	63	0.1	NA	0.64	0
PERFORMANCE_RESEARCH	1352-8165	1469-9990	THEATER_-_AHCI	348	0.1	NA	0.59	14.01
FORUM_MODERNES_THEATER	0930-5874	NA	THEATER_-_AHCI	20	0.1	NA	0.27	0
THEATER	0161-0775	NA	THEATER_-_AHCI	74	0.1	NA	0.19	0
THEATRE_HISTORY_STUDIES	0733-2033	NA	THEATER_-_AHCI	26	0.1	NA	0.14	0
ESTRENO-CUADERNOS_DEL_TEATRO_ESPANOL_CONTEMPORANEO	0097-8663	NA	THEATER_-_AHCI	13	0.1	NA	0.07	0
THEATER_HEUTE	0040-5507	0040-5507	THEATER_-_AHCI	22	0.1	NA	0	0
Shaw-The_Journal_of_Bernard_Shaw_Studies	0741-5842	1529-1480	THEATER_-_AHCI	15	<0.1	NA	1.91	0
LATIN_AMERICAN_THEATRE_REVIEW	0023-8813	2161-0576	THEATER_-_AHCI	43	<0.1	NA	0.16	0
COMPARATIVE_DRAMA	0010-4078	1936-1637	THEATER_-_AHCI	115	<0.1	NA	0.13	0
REVUE_D_HISTOIRE_DU_THEATRE	1291-2530	NA	THEATER_-_AHCI	4	<0.1	NA	0	0
Science_Robotics	2470-9476	2470-9476	ROBOTICS_-_SCIE	"9,760"	25	Q1	5.41	0
Annual_Review_of_Control_Robotics_and_Autonomous_Systems	NA	2573-5144	ROBOTICS_-_SCIE	"1,278"	13.4	Q1	2.67	1.43
ROBOTICS_AND_COMPUTER-INTEGRATED_MANUFACTURING	0736-5845	1879-2537	ROBOTICS_-_SCIE	"9,919"	10.4	Q1	2.1	10.85
INTERNATIONAL_JOURNAL_OF_ROBOTICS_RESEARCH	0278-3649	1741-3176	ROBOTICS_-_SCIE	"15,570"	9.2	Q1	1.8	13.18
Journal_of_Field_Robotics	1556-4959	1556-4967	ROBOTICS_-_SCIE	"4,814"	8.3	Q1	1.52	16.82
Soft_Robotics	2169-5172	2169-5180	ROBOTICS_-_SCIE	"4,937"	7.9	Q1	1.66	11.44
IEEE_Transactions_on_Robotics	1552-3098	1941-0468	ROBOTICS_-_SCIE	"22,707"	7.8	Q1	1.79	17.44
Advanced_Intelligent_Systems	NA	2640-4567	ROBOTICS_-_SCIE	"3,567"	7.4	Q2	1.05	80.45
IEEE_ROBOTICS_&_AUTOMATION_MAGAZINE	1070-9932	1558-223X	ROBOTICS_-_SCIE	"4,682"	5.7	Q2	1.04	12.86
IEEE_Robotics_and_Automation_Letters	2377-3766	2377-3766	ROBOTICS_-_SCIE	"22,125"	5.2	Q2	1.22	13.72
IEEE_Transactions_on_Cognitive_and_Developmental_Systems	2379-8920	2379-8939	ROBOTICS_-_SCIE	"2,007"	5	Q2	1.12	7.26
International_Journal_of_Social_Robotics	1875-4791	1875-4805	ROBOTICS_-_SCIE	"4,073"	4.7	Q2	1.05	41.75
ROBOTICS_AND_AUTONOMOUS_SYSTEMS	0921-8890	1872-793X	ROBOTICS_-_SCIE	"9,742"	4.3	Q2	0.84	17.37
Journal_of_Bionic_Engineering	1672-6529	2543-2141	ROBOTICS_-_SCIE	"3,403"	4	Q2	0.92	17.72
AUTONOMOUS_ROBOTS	0929-5593	1573-7527	ROBOTICS_-_SCIE	"5,011"	3.5	Q2	0.72	24.06
Bioinspiration_&_Biomimetics	1748-3182	1748-3190	ROBOTICS_-_SCIE	"4,798"	3.4	Q3	0.78	15.04
MECHATRONICS	0957-4158	0957-4158	ROBOTICS_-_SCIE	"5,677"	3.3	Q3	0.76	11.94
JOURNAL_OF_INTELLIGENT_&_ROBOTIC_SYSTEMS	0921-0296	1573-0409	ROBOTICS_-_SCIE	"6,356"	3.3	Q3	0.7	14.19
Frontiers_in_Neurorobotics	1662-5218	1662-5218	ROBOTICS_-_SCIE	"2,917"	3.1	Q3	0.62	99.82
ROBOTICA	0263-5747	1469-8668	ROBOTICS_-_SCIE	"3,656"	2.7	Q3	0.63	8.5
Swarm_Intelligence	1935-3812	1935-3820	ROBOTICS_-_SCIE	"1,079"	2.6	Q3	0.8	43.18
Journal_of_Mechanisms_and_Robotics-Transactions_of_the_ASME	1942-4302	1942-4310	ROBOTICS_-_SCIE	"3,070"	2.6	Q3	0.64	1.41
Intelligent_Service_Robotics	1861-2776	1861-2784	ROBOTICS_-_SCIE	776	2.5	Q4	0.53	9.66
International_Journal_of_Advanced_Robotic_Systems	1729-8814	1729-8814	ROBOTICS_-_SCIE	"4,710"	2.3	Q4	0.41	91.51
Applied_Bionics_and_Biomechanics	1176-2322	1754-2103	ROBOTICS_-_SCIE	"1,486"	2.2	Q4	0.38	98.97
ADVANCED_ROBOTICS	0169-1864	1568-5535	ROBOTICS_-_SCIE	"3,156"	2	Q4	0.45	18.47
Industrial_Robot-The_International_Journal_of_Robotics_Research_and_Application	0143-991X	1758-5791	ROBOTICS_-_SCIE	"2,015"	1.8	Q4	0.33	0.65
International_Journal_of_Humanoid_Robotics	0219-8436	1793-6942	ROBOTICS_-_SCIE	677	1.5	Q4	0.37	6.38
Revista_Iberoamericana_de_Automatica_e_Informatica_Industrial	1697-7912	1697-7920	ROBOTICS_-_SCIE	323	1.5	Q4	0.35	91.15
INTERNATIONAL_JOURNAL_OF_ROBOTICS_&_AUTOMATION	0826-8185	1925-7090	ROBOTICS_-_SCIE	594	0.9	Q4	0.14	0
FUNGAL_DIVERSITY	1560-2745	1878-9129	MYCOLOGY_-_SCIE	"6,100"	20.3	Q1	6.25	33.33
STUDIES_IN_MYCOLOGY	0166-0616	1872-9797	MYCOLOGY_-_SCIE	"4,519"	16.5	Q1	6.78	97.14
Mycosphere	2077-7000	2077-7019	MYCOLOGY_-_SCIE	"1,893"	14.6	Q1	3.78	96.55
PERSOONIA	0031-5850	NA	MYCOLOGY_-_SCIE	"2,843"	9.1	Q1	3.19	61.11
Fungal_Biology_Reviews	1749-4613	1878-0253	MYCOLOGY_-_SCIE	"1,679"	6	Q1	0.83	35.53
MYCOPATHOLOGIA	0301-486X	1573-0832	MYCOLOGY_-_SCIE	"4,953"	5.5	Q1	0.86	16.6
IMA_Fungus	2210-6340	2210-6359	MYCOLOGY_-_SCIE	"1,340"	5.4	Q1	1.75	100
MYCOSES	0933-7407	1439-0507	MYCOLOGY_-_SCIE	"6,026"	4.9	Q2	1.59	15.75
Journal_of_Fungi	NA	2309-608X	MYCOLOGY_-_SCIE	"10,795"	4.7	Q2	0.99	99.56
MYCORRHIZA	0940-6360	1432-1890	MYCOLOGY_-_SCIE	"4,917"	3.9	Q2	1.02	22.22
JOURNAL_DE_MYCOLOGIE_MEDICALE	1156-5233	1773-0449	MYCOLOGY_-_SCIE	"1,673"	3.6	Q2	0.73	15.57
MycoKeys	1314-4057	1314-4049	MYCOLOGY_-_SCIE	"1,329"	3.3	Q2	0.96	96.38
FEMS_YEAST_RESEARCH	1567-1356	1567-1364	MYCOLOGY_-_SCIE	"4,970"	3.2	Q2	0.54	32.82
Mycotoxin_Research	0178-7888	1867-1632	MYCOLOGY_-_SCIE	"1,473"	3	Q2	0.96	38.61
FUNGAL_GENETICS_AND_BIOLOGY	1087-1845	1096-0937	MYCOLOGY_-_SCIE	"6,295"	3	Q2	0.86	28.64
MEDICAL_MYCOLOGY	1369-3786	1460-2709	MYCOLOGY_-_SCIE	"6,185"	2.9	Q3	1.06	7.47
Fungal_Ecology	1754-5048	1878-0083	MYCOLOGY_-_SCIE	"3,800"	2.9	Q3	1	19.58
MYCOLOGIA	0027-5514	1557-2536	MYCOLOGY_-_SCIE	"8,956"	2.8	Q3	0.8	8.62
YEAST	0749-503X	1097-0061	MYCOLOGY_-_SCIE	"4,286"	2.6	Q3	0.61	12.16
Fungal_Biology	1878-6146	1878-6162	MYCOLOGY_-_SCIE	"3,612"	2.5	Q3	0.89	25.72
MYCOLOGICAL_PROGRESS	1617-416X	1861-8952	MYCOLOGY_-_SCIE	"2,760"	2.4	Q3	0.77	24.92
SYDOWIA	0082-0598	NA	MYCOLOGY_-_SCIE	810	2	Q3	0.54	0
World_Mycotoxin_Journal	1875-0710	1875-0796	MYCOLOGY_-_SCIE	"1,360"	2	Q3	0.52	0
MYCOBIOLOGY	1229-8093	2092-9323	MYCOLOGY_-_SCIE	"1,821"	1.9	Q4	0.51	96.51
REVISTA_IBEROAMERICANA_DE_MICOLOGIA	1130-1406	NA	MYCOLOGY_-_SCIE	913	1.9	Q4	0.3	17.74
CRYPTOGAMIE_MYCOLOGIE	0181-1584	1776-100X	MYCOLOGY_-_SCIE	544	1.4	Q4	0.54	0
LICHENOLOGIST	0024-2829	1096-1135	MYCOLOGY_-_SCIE	"1,274"	1.4	Q4	0.39	24
MYCOSCIENCE	1340-3540	1618-2545	MYCOLOGY_-_SCIE	"1,786"	1.4	Q4	0.37	52.59
INTERNATIONAL_JOURNAL_OF_MEDICINAL_MUSHROOMS	1521-9437	1940-4344	MYCOLOGY_-_SCIE	"1,723"	1.2	Q4	0.34	0
MYCOTAXON	0093-4666	0093-4666	MYCOLOGY_-_SCIE	"2,766"	1	Q4	0.22	39.16
CONDOR	0010-5422	1938-5129	ORNITHOLOGY_-_SCIE	"4,697"	3.1	Q1	1.8	21.67
AUK	0004-8038	1938-4254	ORNITHOLOGY_-_SCIE	"5,692"	2.8	Q1	1.67	14
Ornithological_Applications	0010-5422	2732-4621	ORNITHOLOGY_-_SCIE	177	2.4	Q1	2.04	23.08
Ornithology	0004-8038	2732-4613	ORNITHOLOGY_-_SCIE	251	2.3	Q1	2.06	11.21
IBIS	0019-1019	1474-919X	ORNITHOLOGY_-_SCIE	"5,054"	2.1	Q1	1.56	19.79
Avian_Research	2053-7166	2053-7166	ORNITHOLOGY_-_SCIE	591	1.8	Q1	1.28	100
JOURNAL_OF_AVIAN_BIOLOGY	0908-8857	1600-048X	ORNITHOLOGY_-_SCIE	"3,641"	1.7	Q1	1.35	40.43
JOURNAL_OF_RAPTOR_RESEARCH	0892-1016	2162-4569	ORNITHOLOGY_-_SCIE	"1,126"	1.7	Q1	0.87	0
Ardeola-International_Journal_of_Ornithology	0570-7358	2341-0825	ORNITHOLOGY_-_SCIE	523	1.6	Q2	1.34	0
BIRD_CONSERVATION_INTERNATIONAL	0959-2709	1474-0001	ORNITHOLOGY_-_SCIE	"1,498"	1.6	Q2	1.02	21.91
Avian_Conservation_and_Ecology	1712-6568	NA	ORNITHOLOGY_-_SCIE	724	1.4	Q2	0.6	97.73
JOURNAL_OF_ORNITHOLOGY	2193-7192	2193-7206	ORNITHOLOGY_-_SCIE	"3,396"	1.3	Q2	1.14	33.63
Emu-Austral_Ornithology	0158-4197	1448-5540	ORNITHOLOGY_-_SCIE	"1,331"	1.3	Q2	1.05	3.77
Ornithology_Research	NA	2662-673X	ORNITHOLOGY_-_SCIE	82	1.1	Q2	0.97	2.83
WILDFOWL	0954-6324	2052-6458	ORNITHOLOGY_-_SCIE	312	1.1	Q2	0.91	0
OSTRICH	0030-6525	1727-947X	ORNITHOLOGY_-_SCIE	787	1	Q3	0.84	1.9
JOURNAL_OF_FIELD_ORNITHOLOGY	0273-8570	1557-9263	ORNITHOLOGY_-_SCIE	"1,508"	0.9	Q3	0.79	23.71
ORNIS_FENNICA	0030-5685	0030-5685	ORNITHOLOGY_-_SCIE	549	0.9	Q3	0.69	0
BIRD_STUDY	0006-3657	1944-6705	ORNITHOLOGY_-_SCIE	"1,764"	0.7	Q3	0.62	11.67
ACTA_ORNITHOLOGICA	0001-6454	1734-8471	ORNITHOLOGY_-_SCIE	607	0.7	Q3	0.56	0
FORKTAIL	0950-1746	0950-1746	ORNITHOLOGY_-_SCIE	220	0.7	Q3	0.14	0
ORNITHOLOGICAL_SCIENCE	1347-0558	1347-0558	ORNITHOLOGY_-_SCIE	264	0.6	Q3	0.54	0
Avian_Biology_Research	1758-1559	1758-1567	ORNITHOLOGY_-_SCIE	398	0.6	Q3	0.45	3.39
MARINE_ORNITHOLOGY	1018-3337	2074-1235	ORNITHOLOGY_-_SCIE	540	0.6	Q3	0.44	0
MALIMBUS	0331-3689	NA	ORNITHOLOGY_-_SCIE	102	0.6	Q3	0.3	0
NOTORNIS	0029-4470	1177-7680	ORNITHOLOGY_-_SCIE	502	0.5	Q4	0.63	0
ARDEA	0373-2266	2213-1175	ORNITHOLOGY_-_SCIE	971	0.4	Q4	0.58	0
WATERBIRDS	1524-4695	1938-5390	ORNITHOLOGY_-_SCIE	"1,221"	0.3	Q4	0.31	0
Wilson_Journal_of_Ornithology	1559-4491	1938-5447	ORNITHOLOGY_-_SCIE	"1,054"	0.3	Q4	0.3	0
ORNITOLOGIA_NEOTROPICAL	1075-4377	1075-4377	ORNITHOLOGY_-_SCIE	526	0.1	Q4	0.16	0
Electrochemical_Energy_Reviews	2520-8489	2520-8136	ELECTROCHEMISTRY_-_SCIE	"3,418"	31.3	Q1	2.15	25.26
ACS_Energy_Letters	2380-8195	2380-8195	ELECTROCHEMISTRY_-_SCIE	"48,700"	22	Q1	3.07	7.48
BIOSENSORS_&_BIOELECTRONICS	0956-5663	1873-4235	ELECTROCHEMISTRY_-_SCIE	"78,736"	12.6	Q1	2.36	9.93
JOURNAL_OF_POWER_SOURCES	0378-7753	1873-2755	ELECTROCHEMISTRY_-_SCIE	"146,453"	9.2	Q1	1.41	12.33
Current_Opinion_in_Electrochemistry	2451-9103	2451-9103	ELECTROCHEMISTRY_-_SCIE	"6,355"	8.5	Q1	0.53	24.2
SENSORS_AND_ACTUATORS_B-CHEMICAL	NA	0925-4005	ELECTROCHEMISTRY_-_SCIE	"121,244"	8.4	Q1	1.92	5.14
