journal	ISSN	eISSN	publisher	language_1	language_2	language_3	language_4	language_5	language_6	language_7	language_8	language_9	language_10	language_11	language_12	category_1	category_2	category_3	category_4	category_5	category_6	Index
QUANTITATIVE_INFRARED_THERMOGRAPHY_JOURNAL	1768-6733	2116-7176	TAYLOR_&_FRANCIS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Instruments&Instrumentation	"MaterialsScience,Characterization,Testing"	"Physics,Applied"	NA	NA	NA	SCIE
QUANTUM	2521-327X	2521-327X	VEREIN_FORDERUNG_OPEN_ACCESS_PUBLIZIERENS_QUANTENWISSENSCHAF	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	QuantumScience&Technology	"Physics,Multidisciplinary"	NA	NA	NA	NA	SCIE
QUANTUM_ELECTRONICS	1063-7818	1468-4799	TURPION_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Electrical&Electronic"	QuantumScience&Technology	"Physics,Applied"	NA	NA	NA	SCIE
QUANTUM_INFORMATION_&_COMPUTATION	1533-7146	1533-7146	"RINTON_PRESS,_INC"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ComputerScience,Theory&Methods"	QuantumScience&Technology	"Physics,Particles&Fields"	"Physics,Mathematical"	NA	NA	SCIE
QUANTUM_INFORMATION_PROCESSING	1570-0755	1573-1332	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	QuantumScience&Technology	"Physics,Multidisciplinary"	"Physics,Mathematical"	NA	NA	NA	SCIE
QUANTUM_SCIENCE_AND_TECHNOLOGY	2058-9565	2058-9565	IOP_PUBLISHING_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	QuantumScience&Technology	"Physics,Multidisciplinary"	NA	NA	NA	NA	SCIE
QUANTUM_TOPOLOGY	1663-487X	1664-073X	EUROPEAN_MATHEMATICAL_SOC-EMS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathematics	QuantumScience&Technology	NA	NA	NA	NA	SCIE
QUARTERLY_JOURNAL_OF_ENGINEERING_GEOLOGY_AND_HYDROGEOLOGY	1470-9236	2041-4803	GEOLOGICAL_SOC_PUBL_HOUSE	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Geological"	"Geosciences,Multidisciplinary"	NA	NA	NA	NA	SCIE
QUARTERLY_JOURNAL_OF_EXPERIMENTAL_PSYCHOLOGY	1747-0218	1747-0226	SAGE_PUBLICATIONS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Physiology	Psychology	NA	NA	NA	NA	SCIE
QUARTERLY_JOURNAL_OF_MATHEMATICS	0033-5606	1464-3847	OXFORD_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathematics	NA	NA	NA	NA	NA	SCIE
QUARTERLY_JOURNAL_OF_MECHANICS_AND_APPLIED_MATHEMATICS	0033-5614	1464-3855	OXFORD_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mathematics,Applied"	Mechanics	NA	NA	NA	NA	SCIE
QUARTERLY_JOURNAL_OF_NUCLEAR_MEDICINE_AND_MOLECULAR_IMAGING	1824-4785	1827-1936	EDIZIONI_MINERVA_MEDICA	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	NA	NA	NA	SCIE
QUARTERLY_JOURNAL_OF_THE_ROYAL_METEOROLOGICAL_SOCIETY	0035-9009	1477-870X	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Meteorology&AtmosphericSciences	NA	NA	NA	NA	NA	SCIE
QUARTERLY_OF_APPLIED_MATHEMATICS	0033-569X	1552-4485	BROWN_UNIV	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mathematics,Applied"	NA	NA	NA	NA	NA	SCIE
QUARTERLY_REVIEW_OF_BIOLOGY	0033-5770	1539-7718	UNIV_CHICAGO_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biology	NA	NA	NA	NA	NA	SCIE
QUARTERLY_REVIEWS_OF_BIOPHYSICS	0033-5835	1469-8994	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biophysics	NA	NA	NA	NA	NA	SCIE
QUATERNAIRE	1142-2904	1965-0795	SOC_GEOLOGIQUE_FRANCE	French	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Geosciences,Multidisciplinary"	NA	NA	NA	NA	NA	SCIE
QUATERNARY_GEOCHRONOLOGY	1871-1014	1878-0350	ELSEVIER_SCI_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Geography,Physical"	"Geosciences,Multidisciplinary"	NA	NA	NA	NA	SCIE
QUATERNARY_INTERNATIONAL	1040-6182	1873-4553	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Geography,Physical"	"Geosciences,Multidisciplinary"	NA	NA	NA	NA	SCIE
QUATERNARY_RESEARCH	0033-5894	1096-0287	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Geography,Physical"	"Geosciences,Multidisciplinary"	NA	NA	NA	NA	SCIE
QUATERNARY_SCIENCE_REVIEWS	0277-3791	1873-457X	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Geography,Physical"	"Geosciences,Multidisciplinary"	NA	NA	NA	NA	SCIE
QUEST	0033-6297	1543-2750	"ROUTLEDGE_JOURNALS,_TAYLOR_&_FRANCIS_LTD"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SportSciences	NA	NA	NA	NA	NA	SCIE
QUEUEING_SYSTEMS	0257-0130	1572-9443	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ComputerScience,InterdisciplinaryApplications"	OperationsResearch&ManagementScience	NA	NA	NA	NA	SCIE
QUIMICA_NOVA	0100-4042	1678-7064	SOC_BRASILEIRA_QUIMICA	Portuguese	English	Spanish	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Multidisciplinary"	NA	NA	NA	NA	NA	SCIE
QUINTESSENCE_INTERNATIONAL	0033-6572	1936-7163	QUINTESSENCE_PUBLISHING_CO_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Dentistry,OralSurgery&Medicine"	NA	NA	NA	NA	NA	SCIE
RADIATION_AND_ENVIRONMENTAL_BIOPHYSICS	0301-634X	1432-2099	SPRINGER	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biology	Biophysics	EnvironmentalSciences	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	SCIE
RADIATION_EFFECTS_AND_DEFECTS_IN_SOLIDS	1042-0150	1029-4953	TAYLOR_&_FRANCIS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NuclearScience&Technology	"Physics,Fluids&Plasmas"	"Physics,CondensedMatter"	NA	NA	NA	SCIE
RADIATION_MEASUREMENTS	1350-4487	1879-0925	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NuclearScience&Technology	NA	NA	NA	NA	NA	SCIE
RADIATION_ONCOLOGY	NA	1748-717X	BMC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oncology	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	NA	NA	SCIE
RADIATION_PHYSICS_AND_CHEMISTRY	0969-806X	1879-0895	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Physical"	NuclearScience&Technology	"Physics,Atomic,Molecular&Chemical"	NA	NA	NA	SCIE
RADIATION_PROTECTION_DOSIMETRY	0144-8420	1742-3406	OXFORD_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EnvironmentalSciences	"Public,Environmental&OccupationalHealth"	NuclearScience&Technology	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	SCIE
RADIATION_RESEARCH	0033-7587	1938-5404	RADIATION_RESEARCH_SOC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biology	Biophysics	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	NA	SCIE
RADIOCARBON	0033-8222	1945-5755	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geochemistry&Geophysics	NA	NA	NA	NA	NA	SCIE
RADIOCHIMICA_ACTA	0033-8230	2193-3405	WALTER_DE_GRUYTER_GMBH	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Inorganic&Nuclear"	NuclearScience&Technology	NA	NA	NA	NA	SCIE
RADIOENGINEERING	1210-2512	1805-9600	SPOLECNOST_PRO_RADIOELEKTRONICKE_INZENYRSTVI	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Electrical&Electronic"	NA	NA	NA	NA	NA	SCIE
RADIOGRAPHICS	0271-5333	1527-1323	RADIOLOGICAL_SOC_NORTH_AMERICA_(RSNA)	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	NA	NA	NA	SCIE
RADIOLOGIA_MEDICA	0033-8362	1826-6983	SPRINGER-VERLAG_ITALIA_SRL	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	NA	NA	NA	SCIE
RADIOLOGIC_CLINICS_OF_NORTH_AMERICA	0033-8389	1557-8275	W_B_SAUNDERS_CO-ELSEVIER_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	NA	NA	NA	SCIE
RADIOLOGIE	2731-7048	2731-7056	SPRINGER_HEIDELBERG	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	NA	NA	NA	SCIE
RADIOLOGY	0033-8419	0033-8419	RADIOLOGICAL_SOC_NORTH_AMERICA_(RSNA)	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	NA	NA	NA	SCIE
RADIOLOGY_AND_ONCOLOGY	1318-2099	1581-3207	SCIENDO	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oncology	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	NA	NA	SCIE
RADIOPHYSICS_AND_QUANTUM_ELECTRONICS	0033-8443	1573-9120	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Electrical&Electronic"	"Physics,Applied"	"Physics,Fluids&Plasmas"	NA	NA	NA	SCIE
RADIOPROTECTION	0033-8451	1769-700X	EDP_SCIENCES_S_A	French	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EnvironmentalSciences	"Public,Environmental&OccupationalHealth"	NuclearScience&Technology	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	SCIE
RADIO_SCIENCE	0048-6604	1944-799X	AMER_GEOPHYSICAL_UNION	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Astronomy&Astrophysics	Geochemistry&Geophysics	Meteorology&AtmosphericSciences	RemoteSensing	Telecommunications	NA	SCIE
RADIOTHERAPY_AND_ONCOLOGY	0167-8140	1879-0887	ELSEVIER_IRELAND_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oncology	"Radiology,NuclearMedicine&MedicalImaging"	NA	NA	NA	NA	SCIE
RAFFLES_BULLETIN_OF_ZOOLOGY	0217-2445	2345-7600	"NATL_UNIV_SINGAPOIRE,_FAC_SCIENCE,LEE_KONG_CHIAN_NATURAL_HISTORY_MUSEUM"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Zoology	NA	NA	NA	NA	NA	SCIE
RAIRO-OPERATIONS_RESEARCH	0399-0559	2804-7303	EDP_SCIENCES_S_A	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OperationsResearch&ManagementScience	NA	NA	NA	NA	NA	SCIE
RAIRO-THEORETICAL_INFORMATICS_AND_APPLICATIONS	0988-3754	2804-7346	EDP_SCIENCES_S_A	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ComputerScience,Theory&Methods"	"Mathematics,Applied"	NA	NA	NA	NA	SCIE
RAMANUJAN_JOURNAL	1382-4090	1572-9303	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathematics	NA	NA	NA	NA	NA	SCIE
RANDOM_MATRICES-THEORY_AND_APPLICATIONS	2010-3263	2010-3271	WORLD_SCIENTIFIC_PUBL_CO_PTE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Physics,Mathematical"	Statistics&Probability	NA	NA	NA	NA	SCIE
RANDOM_STRUCTURES_&_ALGORITHMS	1042-9832	1098-2418	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ComputerScience,SoftwareEngineering"	"Mathematics,Applied"	Mathematics	NA	NA	NA	SCIE
RANGELAND_ECOLOGY_&_MANAGEMENT	1550-7424	1551-5028	ELSEVIER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ecology	EnvironmentalSciences	NA	NA	NA	NA	SCIE
RANGELAND_JOURNAL	1036-9872	1834-7541	CSIRO_PUBLISHING	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ecology	NA	NA	NA	NA	NA	SCIE
RANGE_MANAGEMENT_AND_AGROFORESTRY	0971-2070	NA	RANGE_MANAGEMENT_SOC_INDIA	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agronomy	NA	NA	NA	NA	NA	SCIE
RAPID_COMMUNICATIONS_IN_MASS_SPECTROMETRY	0951-4198	1097-0231	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BiochemicalResearchMethods	"Chemistry,Analytical"	Spectroscopy	NA	NA	NA	SCIE
RAPID_PROTOTYPING_JOURNAL	1355-2546	1758-7670	EMERALD_GROUP_PUBLISHING_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Mechanical"	"MaterialsScience,Multidisciplinary"	NA	NA	NA	NA	SCIE
RARE_METAL_MATERIALS_AND_ENGINEERING	1002-185X	1875-5372	NORTHWEST_INST_NONFERROUS_METAL_RESEARCH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metallurgy&MetallurgicalEngineering	"MaterialsScience,Multidisciplinary"	NA	NA	NA	NA	SCIE
RARE_METALS	1001-0521	1867-7185	NONFERROUS_METALS_SOC_CHINA	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MaterialsScience,Multidisciplinary"	Metallurgy&MetallurgicalEngineering	NA	NA	NA	NA	SCIE
REACTION_CHEMISTRY_&_ENGINEERING	2058-9883	2058-9883	ROYAL_SOC_CHEMISTRY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Multidisciplinary"	"Engineering,Chemical"	NA	NA	NA	NA	SCIE
REACTION_KINETICS_MECHANISMS_AND_CATALYSIS	1878-5190	1878-5204	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Physical"	NA	NA	NA	NA	NA	SCIE
REACTIVE_&_FUNCTIONAL_POLYMERS	1381-5148	1873-166X	ELSEVIER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chemistry,Applied"	"Engineering,Chemical"	PolymerScience	NA	NA	NA	SCIE
REAL-TIME_SYSTEMS	0922-6443	1573-1383	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ComputerScience,Theory&Methods"	NA	NA	NA	NA	NA	SCIE
RECENT_PATENTS_ON_ANTI-CANCER_DRUG_DISCOVERY	1574-8928	2212-3970	BENTHAM_SCIENCE_PUBL_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oncology	Pharmacology&Pharmacy	NA	NA	NA	NA	SCIE
RECENT_PATENTS_ON_NANOTECHNOLOGY	1872-2105	2212-4020	BENTHAM_SCIENCE_PUBL_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nanoscience&Nanotechnology	"MaterialsScience,Multidisciplinary"	"Physics,Applied"	NA	NA	NA	SCIE
RECHT_&_PSYCHIATRIE	0724-2247	NA	PSYCHIATRIE_VERLAG_GMBH	German	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Psychiatry	NA	NA	NA	NA	NA	SCIE
RECHTSMEDIZIN	0937-9819	1434-5196	SPRINGER	German	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Medicine,Legal"	NA	NA	NA	NA	NA	SCIE
RECORDS_OF_NATURAL_PRODUCTS	1307-6167	1307-6167	ACG_PUBLICATIONS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PlantSciences	"Chemistry,Applied"	"Chemistry,Medicinal"	NA	NA	NA	SCIE
RECORDS_OF_THE_AUSTRALIAN_MUSEUM	0067-1975	0067-1975	AUSTRALIAN_MUSEUM	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Zoology	NA	NA	NA	NA	NA	SCIE
REDIA-JOURNAL_OF_ZOOLOGY	0370-4327	0370-4327	CRA-RESEARCH_CENTRE_AGROBIOLOGY_&_PEDOLOGY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Zoology	NA	NA	NA	NA	NA	SCIE
REDOX_BIOLOGY	2213-2317	2213-2317	ELSEVIER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biochemistry&MolecularBiology	NA	NA	NA	NA	NA	SCIE
REDOX_REPORT	1351-0002	1743-2928	TAYLOR_&_FRANCIS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Biochemistry&MolecularBiology	NA	NA	NA	NA	NA	SCIE
REFRACTORIES_AND_INDUSTRIAL_CERAMICS	1083-4877	1573-9139	SPRINGER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MaterialsScience,Ceramics"	NA	NA	NA	NA	NA	SCIE
REGENERATIVE_BIOMATERIALS	2056-3418	2056-3426	OXFORD_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MaterialsScience,Biomaterials"	NA	NA	NA	NA	NA	SCIE
REGENERATIVE_MEDICINE	1746-0751	1746-076X	TAYLOR_&_FRANCIS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cell&TissueEngineering	"Engineering,Biomedical"	NA	NA	NA	NA	SCIE
REGENERATIVE_THERAPY	2352-3204	2352-3204	ELSEVIER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cell&TissueEngineering	"Engineering,Biomedical"	NA	NA	NA	NA	SCIE
REGIONAL_ANESTHESIA_AND_PAIN_MEDICINE	1098-7339	1532-8651	BMJ_PUBLISHING_GROUP	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anesthesiology	NA	NA	NA	NA	NA	SCIE
REGIONAL_ENVIRONMENTAL_CHANGE	1436-3798	1436-378X	SPRINGER_HEIDELBERG	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EnvironmentalSciences	NA	NA	NA	NA	NA	SCIE
REGIONAL_STUDIES_IN_MARINE_SCIENCE	2352-4855	2352-4855	ELSEVIER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ecology	Marine&FreshwaterBiology	NA	NA	NA	NA	SCIE
REGULAR_&_CHAOTIC_DYNAMICS	1560-3547	1468-4845	PLEIADES_PUBLISHING_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mathematics,Applied"	Mechanics	"Physics,Mathematical"	NA	NA	NA	SCIE
REGULATORY_TOXICOLOGY_AND_PHARMACOLOGY	0273-2300	1096-0295	ACADEMIC_PRESS_INC_ELSEVIER_SCIENCE	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Medicine,Legal"	Pharmacology&Pharmacy	Toxicology	NA	NA	NA	SCIE
REHABILITATION	0034-3536	1439-1309	GEORG_THIEME_VERLAG_KG	German	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rehabilitation	NA	NA	NA	NA	NA	SCIE
REHABILITATION_NURSING	0278-4807	2048-7940	LIPPINCOTT_WILLIAMS_&_WILKINS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nursing	Rehabilitation	NA	NA	NA	NA	SCIE
REJUVENATION_RESEARCH	1549-1684	1557-8577	"MARY_ANN_LIEBERT,_INC"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Geriatrics&Gerontology	NA	NA	NA	NA	NA	SCIE
RELIABILITY_ENGINEERING_&_SYSTEM_SAFETY	0951-8320	1879-0836	ELSEVIER_SCI_LTD	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Engineering,Industrial"	OperationsResearch&ManagementScience	NA	NA	NA	NA	SCIE
REMOTE_SENSING	NA	2072-4292	MDPI	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EnvironmentalSciences	"Geosciences,Multidisciplinary"	RemoteSensing	ImagingScience&PhotographicTechnology	NA	NA	SCIE
REMOTE_SENSING_IN_ECOLOGY_AND_CONSERVATION	NA	2056-3485	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ecology	RemoteSensing	NA	NA	NA	NA	SCIE
REMOTE_SENSING_LETTERS	2150-704X	2150-7058	TAYLOR_&_FRANCIS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RemoteSensing	ImagingScience&PhotographicTechnology	NA	NA	NA	NA	SCIE
REMOTE_SENSING_OF_ENVIRONMENT	0034-4257	1879-0704	ELSEVIER_SCIENCE_INC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EnvironmentalSciences	RemoteSensing	ImagingScience&PhotographicTechnology	NA	NA	NA	SCIE
RENAL_FAILURE	0886-022X	1525-6049	TAYLOR_&_FRANCIS_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Urology&Nephrology	NA	NA	NA	NA	NA	SCIE
RENDICONTI_DEL_SEMINARIO_MATEMATICO_DELLA_UNIVERSITA_DI_PADOVA	0041-8994	2240-2926	EUROPEAN_MATHEMATICAL_SOC-EMS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mathematics,Applied"	Mathematics	NA	NA	NA	NA	SCIE
RENDICONTI_LINCEI-MATEMATICA_E_APPLICAZIONI	1120-6330	1720-0768	EUROPEAN_MATHEMATICAL_SOC-EMS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mathematics,Applied"	Mathematics	NA	NA	NA	NA	SCIE
RENDICONTI_LINCEI-SCIENZE_FISICHE_E_NATURALI	2037-4631	1720-0776	SPRINGER-VERLAG_ITALIA_SRL	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MultidisciplinarySciences	NA	NA	NA	NA	NA	SCIE
RENEWABLE_AGRICULTURE_AND_FOOD_SYSTEMS	1742-1705	1742-1713	CAMBRIDGE_UNIV_PRESS	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Agriculture,Multidisciplinary"	NA	NA	NA	NA	NA	SCIE
RENEWABLE_ENERGY	0960-1481	1879-0682	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Green&SustainableScience&Technology	Energy&Fuels	NA	NA	NA	NA	SCIE
RENEWABLE_&_SUSTAINABLE_ENERGY_REVIEWS	1364-0321	1879-0690	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Green&SustainableScience&Technology	Energy&Fuels	NA	NA	NA	NA	SCIE
REPORTS_ON_MATHEMATICAL_LOGIC	0137-2904	0137-2904	"JAGIELLONIAN_UNIV,_THEORETICAL_COMPUTER_SCIENCE_DEPT"	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathematics	Logic	NA	NA	NA	NA	SCIE
REPORTS_ON_MATHEMATICAL_PHYSICS	0034-4877	1879-0674	PERGAMON-ELSEVIER_SCIENCE_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Physics,Mathematical"	NA	NA	NA	NA	NA	SCIE
REPORTS_ON_PROGRESS_IN_PHYSICS	0034-4885	1361-6633	IOP_PUBLISHING_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Physics,Multidisciplinary"	NA	NA	NA	NA	NA	SCIE
REPRESENTATION_THEORY	1088-4165	1088-4165	AMER_MATHEMATICAL_SOC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathematics	NA	NA	NA	NA	NA	SCIE
REPRODUCTION	1470-1626	1741-7899	BIOSCIENTIFICA_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DevelopmentalBiology	ReproductiveBiology	NA	NA	NA	NA	SCIE
REPRODUCTION_FERTILITY_AND_DEVELOPMENT	1031-3613	1448-5990	CSIRO_PUBLISHING	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DevelopmentalBiology	ReproductiveBiology	Zoology	NA	NA	NA	SCIE
REPRODUCTION_IN_DOMESTIC_ANIMALS	0936-6768	1439-0531	WILEY	Multi-Language	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Agriculture,Dairy&AnimalScience"	ReproductiveBiology	VeterinarySciences	NA	NA	NA	SCIE
REPRODUCTIVE_BIOLOGY	1642-431X	2300-732X	ELSEVIER	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ReproductiveBiology	NA	NA	NA	NA	NA	SCIE
REPRODUCTIVE_BIOLOGY_AND_ENDOCRINOLOGY	NA	1477-7827	BMC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Endocrinology&Metabolism	ReproductiveBiology	NA	NA	NA	NA	SCIE
REPRODUCTIVE_BIOMEDICINE_ONLINE	1472-6483	1472-6491	ELSEVIER_SCI_LTD	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obstetrics&Gynecology	ReproductiveBiology	NA	NA	NA	NA	SCIE
REPRODUCTIVE_HEALTH	NA	1742-4755	BMC	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Public,Environmental&OccupationalHealth"	NA	NA	NA	NA	NA	SCIE
REPRODUCTIVE_MEDICINE_AND_BIOLOGY	1445-5781	1447-0578	WILEY	English	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obstetrics&Gynecology	ReproductiveBiology	NA	NA	NA	NA	SCIE
